"district_code","year","crime_count","crime_1_count","crime_13_count","crime_18_count","crime_35_count","crime_54_count","crime_55_count","crime_63_count","crime_79_count","crime_80_count","crime_84_count","crime_96_count","crime_97_count"
3201,"2012","0","0","0","0","0","0","0","0","0","0","0","0","8"
3201,"2013","8","0","0","1","3","2","2","1","0","0","0","0","4329"
3201,"2014","39","1","0","7","23","4","17","7","1","1","0","0","13032"
3201,"2015","147","14","1","37","28","21","49","28","12","5","0","0","21752"
3201,"2016","1175","71","8","305","390","21","431","244","83","108","0","16","23901"
3201,"2017","953","76","13","209","306","3","349","175","54","94","0","9","22031"
3201,"2018","1018","81","11","218","335","29","338","174","84","120","0","18","19626"
3201,"2019","1051","76","8","224","339","41","397","171","84","114","0","13","15647"
3201,"2020","1051","81","5","310","335","45","377","216","55","107","0","2","14240"
3201,"2021","855","67","5","198","269","36","260","168","69","114","0","0","15049"
3201,"2022","1025","80","9","240","298","92","338","188","84","125","0","0","14431"
3201,"2023","510","26","7","141","161","65","158","81","28","50","0","0","9702"
3202,"2012","0","0","0","0","0","0","0","0","0","0","0","0","2"
3202,"2013","6","0","0","1","3","4","1","2","0","1","0","0","3444"
3202,"2014","24","2","0","9","6","7","5","5","0","0","0","0","8347"
3202,"2015","221","30","1","38","58","22","88","23","12","14","0","0","12644"
3202,"2016","1171","85","10","299","379","31","447","179","57","106","2","17","12727"
3202,"2017","1091","88","7","281","384","9","408","174","41","86","3","4","10649"
3202,"2018","1058","97","10","202","320","42","398","162","61","103","0","12","11138"
3202,"2019","1180","93","16","307","403","49","431","217","45","100","0","15","7890"
3202,"2020","1115","87","8","322","360","47","394","174","45","86","0","0","8047"
3202,"2021","1036","95","20","285","319","52","267","189","64","106","0","1","7069"
3202,"2022","1135","77","14","299","338","91","384","175","73","109","0","3","9004"
3202,"2023","680","53","1","204","179","82","241","120","22","45","1","1","6642"
3203,"2012","0","0","0","0","0","0","0","0","0","0","0","0","6"
3203,"2013","7","1","0","1","1","4","0","1","0","0","0","0","5077"
3203,"2014","38","3","0","6","4","17","16","4","1","1","0","0","11358"
3203,"2015","416","55","2","53","105","81","142","55","17","47","1","0","19632"
3203,"2016","2877","296","20","566","1056","72","852","512","102","332","2","8","17823"
3203,"2017","2578","323","12","393","856","32","865","388","84","312","0","2","13894"
3203,"2018","2242","300","13","337","685","119","775","302","69","211","0","4","9901"
3203,"2019","2410","266","14","367","860","130","885","260","62","221","0","0","9578"
3203,"2020","2076","220","9","301","588","116","686","247","63","344","0","2","9229"
3203,"2021","2064","236","12","425","534","121","610","292","69","324","0","0","7807"
3203,"2022","2405","226","11","503","816","129","732","368","76","285","0","4","12308"
3203,"2023","1487","145","3","407","494","75","501","276","34","122","0","0","12097"
3204,"2012","1","0","0","0","0","0","1","0","0","0","0","0","2"
3204,"2013","3","0","0","0","0","1","2","0","0","0","0","0","3316"
3204,"2014","22","1","0","1","2","12","7","2","0","1","0","0","11448"
3204,"2015","168","20","6","30","37","27","61","19","8","9","0","0","13160"
3204,"2016","1177","149","11","266","342","32","384","199","61","98","0","6","9680"
3204,"2017","1040","106","11","273","373","19","323","205","59","75","0","8","7678"
3204,"2018","1020","102","11","189","336","49","307","115","60","103","0","9","6526"
3204,"2019","975","124","7","163","282","39","328","138","56","126","0","3","6422"
3204,"2020","1011","85","7","156","357","32","326","110","67","159","0","0","6671"
3204,"2021","1056","79","9","283","304","38","278","184","59","163","0","0","5561"
3204,"2022","1240","111","10","282","419","60","370","181","54","164","0","1","7031"
3204,"2023","687","62","1","194","270","44","206","121","24","48","0","0","4331"
3205,"2012","0","0","0","0","0","0","0","0","0","0","0","0","1"
3205,"2013","7","0","0","2","2","2","5","1","0","0","0","0","2484"
3205,"2014","4","0","0","0","2","2","2","0","0","0","0","0","7261"
3205,"2015","74","9","0","10","11","20","26","7","6","3","0","1","13087"
3205,"2016","766","55","4","231","255","16","211","188","45","53","0","5","11058"
3205,"2017","728","52","5","186","230","7","265","153","42","41","0","9","9070"
3205,"2018","728","69","12","134","203","45","234","124","40","57","0","16","8954"
3205,"2019","807","73","4","149","241","53","307","124","46","62","0","0","9936"
3205,"2020","651","45","9","148","156","38","221","129","34","82","0","1","8385"
3205,"2021","693","52","7","157","187","41","188","123","35","103","0","0","8927"
3205,"2022","734","31","10","160","209","76","217","109","37","96","0","0","11463"
3205,"2023","403","19","4","97","128","51","110","89","16","34","0","0","6962"
3206,"2012","0","0","0","0","0","0","0","0","0","0","0","0","2"
3206,"2013","9","0","0","0","4","1","5","1","0","0","0","0","3290"
3206,"2014","28","0","0","3","1","8","18","0","0","0","0","0","10744"
3206,"2015","193","29","2","28","52","25","78","21","8","7","0","0","23033"
3206,"2016","1235","150","17","224","456","27","412","166","49","105","0","1","24195"
3206,"2017","1338","167","11","298","534","17","396","233","58","110","0","2","18546"
3206,"2018","1304","155","9","221","421","37","463","197","73","124","0","0","16470"
3206,"2019","1379","124","13","224","413","65","550","173","64","151","0","1","12753"
3206,"2020","1237","110","5","216","407","41","466","165","63","131","0","2","11237"
3206,"2021","1074","117","7","189","346","43","369","173","48","106","0","0","10211"
3206,"2022","1135","93","13","183","334","78","416","172","66","149","0","0","12735"
3206,"2023","654","53","2","109","168","54","259","97","26","72","0","0","9138"
3207,"2012","0","0","0","0","0","0","0","0","0","0","0","0","6"
3207,"2013","11","2","0","2","2","3","2","0","0","1","0","0","4551"
3207,"2014","34","0","0","2","9","16","9","3","1","0","0","0","9044"
3207,"2015","243","17","3","36","68","47","86","26","10","16","0","0","14594"
3207,"2016","1684","109","8","314","711","33","553","239","69","139","0","10","15535"
3207,"2017","1701","115","8","365","679","22","590","296","49","137","0","10","13806"
3207,"2018","1789","94","9","413","655","50","678","330","50","139","0","1","13171"
3207,"2019","1989","123","7","360","769","89","709","295","77","146","0","3","10159"
3207,"2020","1744","100","8","324","608","74","585","227","101","225","0","1","9332"
3207,"2021","1591","87","14","255","461","79","567","190","81","250","0","1","10764"
3207,"2022","1673","106","13","227","503","97","583","155","80","311","0","2","13651"
3207,"2023","888","57","2","123","245","66","333","93","26","154","0","0","8578"
3208,"2012","0","0","0","0","0","0","0","0","0","0","0","0","12"
3208,"2013","4","0","0","0","0","2","1","0","0","1","0","0","3941"
3208,"2014","10","0","0","2","3","2","4","0","0","0","0","0","11743"
3208,"2015","146","24","0","12","27","20","41","16","18","12","0","0","22100"
3208,"2016","1092","119","4","175","364","31","341","138","86","132","0","13","20745"
3208,"2017","1076","108","8","174","371","10","327","175","75","142","0","15","18037"
3208,"2018","1027","101","7","177","292","40","341","130","78","147","0","2","14006"
3208,"2019","1045","92","6","131","277","41","360","98","70","219","0","1","12417"
3208,"2020","1002","100","4","185","285","47","316","113","84","142","0","2","11317"
3208,"2021","989","93","4","231","243","29","295","125","68","175","0","0","12381"
3208,"2022","1147","73","7","206","343","78","373","156","62","196","0","2","14355"
3208,"2023","599","58","2","95","152","53","191","72","35","82","0","3","9422"
3209,"2012","1","0","0","0","0","1","0","0","0","0","0","0","1"
3209,"2013","18","1","0","6","4","1","10","2","2","0","0","0","6832"
3209,"2014","65","2","0","6","19","23","23","5","0","3","0","0","16469"
3209,"2015","355","33","3","47","84","41","152","51","29","22","0","1","25745"
3209,"2016","2853","158","19","644","1058","39","1125","508","145","268","0","46","24175"
3209,"2017","2483","142","19","586","930","23","1028","424","103","208","0","42","22575"
3209,"2018","2366","153","12","448","833","125","909","385","107","190","0","3","20885"
3209,"2019","2570","167","15","588","831","109","1027","449","116","247","0","1","19556"
3209,"2020","2141","154","31","508","656","83","795","423","110","192","0","2","16315"
3209,"2021","1929","129","25","428","670","87","594","467","102","165","0","0","15919"
3209,"2022","2007","116","19","444","621","196","696","414","123","179","0","4","20336"
3209,"2023","1174","64","10","286","368","112","424","244","62","111","0","1","13534"
3210,"2012","1","0","0","0","0","0","1","0","0","0","0","0","5"
3210,"2013","14","1","0","4","1","5","9","5","0","0","0","0","3892"
3210,"2014","53","3","0","14","8","14","17","21","2","2","0","0","12014"
3210,"2015","259","28","3","48","61","30","107","43","24","27","0","0","23135"
3210,"2016","2151","132","17","530","831","32","812","479","88","203","0","29","19821"
3210,"2017","1853","100","9","443","698","18","673","420","73","181","0","48","17472"
3210,"2018","1730","107","12","376","646","50","644","337","83","164","0","26","14841"
3210,"2019","1743","95","6","455","624","74","690","371","72","148","0","15","12393"
3210,"2020","1635","91","10","414","636","48","529","330","89","182","0","1","10725"
3210,"2021","1544","101","10","438","531","54","440","376","87","153","0","1","9601"
3210,"2022","1466","97","9","404","455","130","518","301","87","179","0","1","11169"
3210,"2023","884","59","6","236","288","59","316","200","28","83","0","0","7318"
3211,"2012","1","0","0","0","0","1","0","0","0","0","0","0","1"
3211,"2013","10","1","0","3","3","0","3","0","0","0","0","0","3984"
3211,"2014","26","2","0","3","10","5","12","2","0","0","0","0","6462"
3211,"2015","191","19","1","39","57","25","71","26","8","11","0","0","13023"
3211,"2016","1611","124","14","392","560","38","577","276","73","153","0","8","12052"
3211,"2017","1393","106","27","318","511","21","474","232","60","151","0","12","10853"
3211,"2018","1258","100","10","265","439","50","414","182","39","119","0","23","9869"
3211,"2019","1447","121","10","325","477","86","467","241","75","168","0","20","8047"
3211,"2020","1332","82","12","338","401","46","418","254","69","246","0","0","6974"
3211,"2021","1274","82","14","358","358","35","308","267","70","237","1","0","6361"
3211,"2022","1427","108","5","359","423","80","432","169","69","262","0","1","8611"
3211,"2023","835","56","5","213","253","60","230","110","41","146","0","1","5150"
3212,"2013","2","0","0","2","0","0","0","0","0","0","0","0","1708"
3212,"2014","11","0","0","2","2","2","6","0","1","0","0","0","5334"
3212,"2015","101","13","2","26","26","10","38","18","6","5","0","0","10435"
3212,"2016","712","75","4","191","233","8","238","143","23","52","0","3","9579"
3212,"2017","617","82","3","145","167","8","226","123","34","51","0","1","8806"
3212,"2018","584","63","5","136","136","24","226","100","25","59","0","1","9793"
3212,"2019","606","69","5","140","187","25","223","112","13","64","0","3","8067"
3212,"2020","577","65","3","96","149","21","195","68","19","115","0","0","7595"
3212,"2021","676","47","3","125","126","38","203","97","35","174","0","0","6725"
3212,"2022","632","45","1","116","132","44","239","77","31","144","0","0","7596"
3212,"2023","330","25","0","62","76","29","110","54","7","72","0","0","5394"
3301,"2012","1","0","0","0","1","0","1","1","0","0","0","0","4"
3301,"2013","111","1","0","30","82","6","24","5","0","1","0","0","7445"
3301,"2014","83","4","0","29","28","19","24","10","0","0","0","1","16209"
3301,"2015","558","99","4","103","127","91","125","57","35","57","0","4","28216"
3301,"2016","3513","312","2","917","1251","172","936","413","168","458","4","96","32345"
3301,"2017","2692","291","8","403","907","114","687","337","166","445","0","83","29213"
3301,"2018","2288","281","11","275","761","111","746","276","169","214","0","93","29429"
3301,"2019","2372","242","3","321","834","165","756","228","155","264","0","73","28504"
3301,"2020","1960","237","7","229","552","140","560","206","189","302","0","41","18185"
3301,"2021","1842","190","6","244","531","123","525","186","142","324","0","2","19072"
3301,"2022","2207","230","11","360","760","135","571","229","180","307","0","1","24052"
3301,"2023","1233","124","13","232","438","71","308","154","71","157","0","1","16902"
3302,"2012","1","0","0","0","0","0","1","0","0","0","0","0","1"
3302,"2013","5","1","1","2","2","0","1","1","0","0","0","0","2514"
3302,"2014","11","1","0","5","3","1","6","1","0","0","0","0","5435"
3302,"2015","180","35","1","32","36","26","44","26","7","10","0","0","7709"
3302,"2016","865","111","3","243","248","51","250","122","20","46","1","4","7451"
3302,"2017","752","104","3","157","254","30","220","105","35","40","0","17","7059"
3302,"2018","770","92","7","135","265","32","273","125","36","49","0","18","6369"
3302,"2019","775","85","4","111","286","43","247","83","29","61","0","15","6640"
3302,"2020","748","62","4","118","234","29","261","100","29","111","0","9","6070"
3302,"2021","689","70","2","86","137","37","223","77","37","145","0","0","4933"
3302,"2022","799","109","5","156","206","51","248","131","25","96","0","0","6248"
3302,"2023","462","45","0","78","120","45","148","52","13","67","0","0","3924"
3303,"2012","5","0","0","0","1","3","1","0","0","0","0","0","2"
3303,"2013","10","0","0","6","2","2","3","3","0","0","0","0","3584"
3303,"2014","22","0","0","8","5","7","5","7","0","1","0","0","8600"
3303,"2015","133","18","0","31","21","26","37","28","8","11","0","1","14290"
3303,"2016","958","115","6","165","243","71","292","118","52","135","2","12","14964"
3303,"2017","824","100","6","131","255","12","227","123","47","138","0","16","14692"
3303,"2018","742","105","4","103","180","35","227","95","40","127","0","22","13532"
3303,"2019","823","120","6","89","168","62","235","93","60","170","0","21","12694"
3303,"2020","807","124","3","120","164","49","241","117","55","150","0","22","10214"
3303,"2021","778","108","4","123","211","40","171","99","68","166","0","1","10405"
3303,"2022","895","112","3","148","212","82","292","103","44","186","0","1","12654"
3303,"2023","520","63","3","72","113","50","166","54","12","118","0","0","7427"
3304,"2012","0","0","0","0","0","0","0","0","0","0","0","0","6"
3304,"2013","1","0","0","0","1","0","0","0","0","0","0","0","3455"
3304,"2014","12","0","0","2","3","3","4","1","0","0","0","1","6582"
3304,"2015","111","9","7","16","22","20","40","11","16","17","0","0","11036"
3304,"2016","657","44","8","112","165","39","246","93","39","133","3","10","11524"
3304,"2017","683","56","6","153","242","7","246","87","34","106","0","15","9780"
3304,"2018","594","36","3","126","172","22","229","90","41","80","0","16","11815"
3304,"2019","606","52","2","78","164","44","190","59","35","114","0","17","12818"
3304,"2020","627","57","3","82","164","47","197","70","39","114","0","12","12584"
3304,"2021","538","66","4","94","117","32","156","67","35","97","0","0","10540"
3304,"2022","573","55","4","82","154","60","168","64","31","105","0","0","11654"
3304,"2023","346","24","0","40","87","35","101","47","27","66","0","0","8553"
3305,"2012","0","0","0","0","0","0","0","0","0","0","0","0","2"
3305,"2013","5","0","0","2","1","0","1","2","0","0","0","0","2241"
3305,"2014","18","1","0","4","4","6","9","1","0","0","0","0","4620"
3305,"2015","90","19","0","10","18","26","23","8","2","7","0","1","7973"
3305,"2016","762","120","9","164","181","96","201","85","31","71","0","5","7716"
3305,"2017","748","123","4","148","178","53","216","106","49","82","0","15","8210"
3305,"2018","658","121","5","106","168","38","201","87","56","66","0","6","7144"
3305,"2019","723","113","6","126","204","62","204","87","46","78","0","25","6760"
3305,"2020","623","77","2","117","157","42","195","82","42","87","0","19","4538"
3305,"2021","589","74","4","96","145","44","166","79","58","92","0","2","4957"
3305,"2022","586","61","3","125","165","55","159","94","36","98","0","0","6708"
3305,"2023","309","42","1","55","83","20","100","42","16","40","0","0","4760"
3306,"2012","0","0","0","0","0","0","0","0","0","0","0","0","6"
3306,"2013","3","0","0","1","0","2","0","0","0","0","0","0","4253"
3306,"2014","19","1","0","3","4","5","9","3","0","1","0","0","4937"
3306,"2015","64","8","1","11","11","14","27","10","1","3","0","0","4940"
3306,"2016","432","52","3","58","99","23","177","59","16","47","0","1","5523"
3306,"2017","454","54","4","47","107","21","148","107","15","33","0","10","6137"
3306,"2018","405","46","2","44","87","26","125","89","18","47","0","6","6065"
3306,"2019","469","62","1","74","131","43","140","71","32","56","0","7","5696"
3306,"2020","462","54","5","65","103","30","142","96","29","59","0","13","3711"
3306,"2021","378","54","1","56","94","24","113","57","29","36","0","0","4273"
3306,"2022","425","67","2","56","106","43","119","71","25","58","0","0","4991"
3306,"2023","224","23","3","31","31","32","68","44","6","39","0","2","4263"
3307,"2012","0","0","0","0","0","0","0","0","0","0","0","0","1"
3307,"2013","3","0","0","0","0","2","1","0","0","0","0","0","5277"
3307,"2014","17","0","0","4","0","13","2","1","0","0","0","0","9067"
3307,"2015","129","22","0","11","20","44","32","8","8","1","0","2","10786"
3307,"2016","741","144","3","111","144","105","216","95","26","64","0","9","9740"
3307,"2017","681","143","2","100","160","45","185","91","38","55","1","19","7832"
3307,"2018","752","111","12","78","197","94","190","95","33","74","0","18","7417"
3307,"2019","718","120","8","88","178","58","235","99","28","56","0","20","6326"
3307,"2020","663","68","3","114","131","67","186","114","20","98","0","25","5456"
3307,"2021","622","98","5","70","104","44","180","87","21","131","0","0","6580"
3307,"2022","684","98","3","81","205","55","193","73","22","94","0","1","8481"
3307,"2023","317","65","1","48","78","26","92","42","10","24","0","1","5456"
3308,"2012","0","0","0","0","0","0","0","0","0","0","0","0","5"
3308,"2013","17","1","0","10","2","0","5","5","0","0","0","1","4320"
3308,"2014","23","2","0","6","7","6","8","5","0","1","0","0","6720"
3308,"2015","130","22","0","13","28","27","35","12","10","10","2","0","13011"
3308,"2016","978","103","1","206","313","67","324","113","43","86","0","22","16025"
3308,"2017","817","81","6","160","254","25","232","121","46","85","0","27","15983"
3308,"2018","835","94","5","155","258","52","278","126","41","92","0","30","14763"
3308,"2019","897","91","1","155","237","74","309","113","40","122","0","30","14317"
3308,"2020","813","85","2","164","226","56","242","112","59","128","0","14","8543"
3308,"2021","755","65","5","132","187","48","206","74","75","150","0","1","8755"
3308,"2022","883","79","12","110","220","82","278","90","61","175","0","3","9572"
3308,"2023","515","49","3","67","161","60","152","65","37","77","0","0","5858"
3401,"2012","0","0","0","0","0","0","0","0","0","0","0","0","1"
3401,"2013","10","0","0","5","3","1","1","0","0","0","0","0","2643"
3401,"2014","20","3","0","4","2","3","9","1","0","0","0","0","8303"
3401,"2015","89","11","1","13","12","13","34","5","3","17","0","0","12873"
3401,"2016","679","49","4","107","150","37","204","61","33","158","0","1","10041"
3401,"2017","689","76","9","102","157","10","242","94","18","138","0","14","10048"
3401,"2018","610","69","8","111","143","22","168","91","22","124","0","13","6999"
3401,"2019","567","50","7","54","127","27","185","54","12","146","0","9","6339"
3401,"2020","541","38","6","61","116","32","163","55","10","162","0","5","5062"
3401,"2021","569","52","4","72","84","41","163","58","8","185","0","0","4837"
3401,"2022","578","38","7","85","154","49","201","87","10","111","0","0","7436"
3401,"2023","332","35","5","41","69","31","97","39","12","74","0","0","4258"
3402,"2012","1","0","0","0","0","1","0","0","0","0","0","0","2"
3402,"2013","5","0","0","1","0","0","1","0","0","3","0","0","5129"
3402,"2014","8","2","0","0","2","1","3","0","0","0","0","0","12356"
3402,"2015","165","22","1","17","31","38","42","14","8","15","3","0","15582"
3402,"2016","1313","115","1","276","391","86","450","124","33","130","9","0","12877"
3402,"2017","1390","149","4","289","528","55","447","158","24","108","8","36","12213"
3402,"2018","1371","160","10","259","505","75","431","184","18","164","6","12","14781"
3402,"2019","1470","131","4","266","517","60","521","154","42","179","2","33","13477"
3402,"2020","1251","112","4","258","367","41","405","178","44","200","2","16","9689"
3402,"2021","1012","84","0","178","347","72","291","139","39","146","0","2","9941"
3402,"2022","1413","119","6","305","487","80","392","176","69","219","1","1","10773"
3402,"2023","798","56","0","156","238","53","248","138","27","107","0","1","6606"
3403,"2012","1","0","0","1","1","0","1","0","0","0","0","0","8"
3403,"2013","3","0","0","0","0","1","2","0","0","0","0","0","4102"
3403,"2014","19","1","0","0","1","7","8","0","0","3","0","0","7678"
3403,"2015","234","28","0","45","63","42","53","15","6","23","0","0","16959"
3403,"2016","1614","188","4","374","584","92","401","143","32","142","0","0","13577"
3403,"2017","1358","161","10","228","540","29","389","181","21","148","2","9","12787"
3403,"2018","1460","170","9","254","578","45","469","191","25","152","1","11","16400"
3403,"2019","1698","167","3","335","734","49","500","176","19","189","0","16","16828"
3403,"2020","1412","174","2","295","462","40","461","150","24","201","0","7","17858"
3403,"2021","1093","131","9","234","323","48","294","126","22","192","0","0","21888"
3403,"2022","1450","181","5","338","463","84","450","166","23","177","0","1","22934"
3403,"2023","866","84","6","204","284","60","229","114","16","112","0","1","14436"
3404,"2012","0","0","0","0","0","0","0","0","0","0","0","0","6"
3404,"2013","24","0","0","16","5","2","2","3","0","0","0","0","2300"
3404,"2014","23","0","0","9","2","4","7","5","0","0","0","0","5594"
3404,"2015","170","13","4","43","29","15","53","16","9","19","1","0","12203"
3404,"2016","879","117","2","144","183","54","236","59","25","174","0","1","12029"
3404,"2017","860","110","6","149","204","20","254","133","43","142","0","14","12673"
3404,"2018","862","119","5","96","179","48","232","109","50","208","0","20","13317"
3404,"2019","1001","85","9","125","265","48","295","112","53","216","0","15","13351"
3404,"2020","822","78","7","158","221","29","243","106","48","149","0","11","9125"
3404,"2021","908","59","8","125","230","45","199","120","45","297","0","1","12072"
3404,"2022","1015","71","11","129","293","82","279","112","44","247","0","0","11626"
3404,"2023","576","49","5","62","119","71","187","49","28","140","0","2","7171"
3405,"2012","1","0","0","0","0","1","1","0","0","0","0","0","11"
3405,"2013","42","4","0","4","12","13","8","3","0","1","0","1","12103"
3405,"2014","82","6","1","4","22","13","36","4","0","1","0","0","24853"
3405,"2015","504","73","3","105","136","50","152","49","9","38","0","0","31970"
3405,"2016","3973","385","8","764","1539","183","1086","342","36","286","0","61","29674"
3405,"2017","4136","408","19","856","1707","77","1240","569","38","251","0","180","27710"
3405,"2018","4301","465","17","899","1656","123","1362","544","45","275","1","164","24775"
3405,"2019","4356","375","19","1151","1659","143","1398","663","65","290","0","104","22618"
3405,"2020","3627","294","17","941","1454","122","1198","451","45","255","0","62","15993"
3405,"2021","3088","283","18","854","1173","123","853","470","43","246","0","6","17217"
3405,"2022","3890","301","17","1060","1726","223","1105","513","55","190","0","10","21404"
3405,"2023","1816","171","5","480","681","150","501","213","27","72","0","2","12259"
3406,"2013","6","1","0","3","0","1","0","1","0","0","0","0","2059"
3406,"2014","6","0","0","2","1","2","2","0","1","1","0","0","6205"
3406,"2015","104","5","0","23","23","9","34","15","8","12","0","0","9498"
3406,"2016","582","45","5","109","112","26","156","59","42","123","0","0","9009"
3406,"2017","594","57","6","112","150","13","168","100","38","123","0","16","8961"
3406,"2018","725","73","5","134","158","27","191","116","57","167","0","16","8104"
3406,"2019","777","58","8","158","189","29","219","139","65","163","0","4","6558"
3406,"2020","648","49","3","113","156","35","206","91","51","137","0","6","5147"
