"district_code","year","crime_count","crime_1_count","crime_13_count","crime_18_count","crime_35_count","crime_54_count","crime_55_count","crime_63_count","crime_79_count","crime_80_count","crime_84_count","crime_96_count","crime_97_count"
3701,"2021","604","84","4","98","134","58","142","95","30","93","0","0","6714"
3701,"2022","720","81","8","117","136","106","250","73","40","116","0","0","6798"
3701,"2023","389","47","2","43","75","55","131","45","23","56","0","0","3922"
3702,"2012","0","0","0","0","0","0","0","0","0","0","0","0","15"
3702,"2013","29","0","0","4","3","11","13","5","0","0","0","0","13702"
3702,"2014","135","4","0","6","10","93","31","3","0","3","0","0","35433"
3702,"2015","1395","143","17","177","440","228","535","128","34","81","1","23","54105"
3702,"2016","9632","560","39","1543","4610","474","3835","856","171","740","3","426","50551"
3702,"2017","8715","547","30","1672","3815","137","3525","997","123","614","1","436","48000"
3702,"2018","8520","600","23","1629","3919","278","3483","841","58","457","0","338","48373"
3702,"2019","8391","604","22","1492","3633","361","3338","848","50","551","1","375","48239"
3702,"2020","7390","489","20","1592","3016","335","2779","887","44","580","0","317","37810"
3702,"2021","6307","456","15","1589","2653","279","2139","802","43","444","1","12","35618"
3702,"2022","7340","459","21","1738","3252","364","2705","878","69","441","0","9","40757"
3702,"2023","3881","320","8","710","1719","167","1414","389","60","241","0","2","25208"
3703,"2012","1","0","0","0","0","0","1","0","0","0","0","0","13"
3703,"2013","11","1","0","3","1","6","2","1","0","1","0","0","5989"
3703,"2014","30","1","0","5","7","12","7","5","1","3","0","0","19127"
3703,"2015","368","45","4","86","75","35","125","63","20","30","0","5","24493"
3703,"2016","2160","160","24","437","715","90","807","326","71","271","0","65","20840"
3703,"2017","2162","134","18","513","797","32","774","380","59","209","0","88","21005"
3703,"2018","2121","165","20","493","693","77","860","332","50","164","0","64","21092"
3703,"2019","2069","123","20","500","693","108","742","327","76","192","0","55","22725"
3703,"2020","1811","138","15","442","535","91","619","293","69","250","0","34","18211"
3703,"2021","1653","152","13","353","404","75","461","221","89","345","0","0","18036"
3703,"2022","1846","128","10","448","502","94","548","260","106","324","0","1","20578"
3703,"2023","952","73","4","274","261","41","301","124","35","130","0","1","14473"
3704,"2012","2","0","0","1","1","1","1","0","0","0","0","0","10"
3704,"2013","7","1","0","0","0","3","3","0","0","0","0","0","4369"
3704,"2014","25","3","0","1","4","13","8","1","0","2","0","0","15268"
3704,"2015","236","36","1","33","41","28","78","26","12","39","1","6","17368"
3704,"2016","1289","95","3","250","441","66","446","150","53","215","2","47","17893"
3704,"2017","1230","107","6","173","420","60","421","126","51","208","0","29","15755"
3704,"2018","1134","109","5","212","373","56","356","130","62","167","0","28","14220"
3704,"2019","1093","114","4","162","339","88","316","123","61","183","0","27","14406"
3704,"2020","951","82","5","164","261","70","272","125","69","186","0","17","12438"
3704,"2021","730","91","4","97","204","39","227","73","52","129","0","3","10547"
3704,"2022","1042","117","2","174","287","102","354","98","50","161","0","0","12475"
3704,"2023","527","51","3","86","135","43","185","49","27","71","0","0","8353"
3705,"2012","1","0","0","0","0","0","1","0","0","0","0","0","13"
3705,"2013","16","0","0","1","1","9","6","0","0","0","0","0","10001"
3705,"2014","39","2","0","1","5","17","18","1","0","2","0","2","14162"
3705,"2015","349","39","4","63","74","47","116","44","23","44","0","0","21495"
3705,"2016","2024","157","15","271","580","162","594","176","114","450","11","40","18842"
3705,"2017","1697","187","15","213","415","53","489","150","143","401","18","58","19125"
3705,"2018","1673","159","11","200","456","110","424","153","129","374","13","52","21283"
3705,"2019","1482","160","8","175","372","77","425","110","116","338","17","27","19840"
3705,"2020","1312","107","4","159","325","68","331","127","108","359","17","22","18120"
3705,"2021","1256","123","7","136","284","80","313","120","107","363","5","2","19211"
3705,"2022","1407","126","6","166","349","136","367","144","137","316","0","2","19837"
3705,"2023","915","81","3","130","263","111","292","92","49","135","0","3","12581"
3706,"2012","0","0","0","0","0","0","0","0","0","0","0","0","5"
3706,"2013","5","0","1","2","0","2","1","0","0","0","0","0","5431"
3706,"2014","21","2","1","0","1","11","8","2","0","0","0","0","10109"
3706,"2015","229","41","0","28","43","41","56","20","18","29","0","4","12079"
3706,"2016","1532","171","6","339","496","90","463","232","56","210","1","39","11170"
3706,"2017","1185","194","2","174","343","15","347","204","58","180","0","17","12148"
3706,"2018","1197","173","7","235","337","51","312","203","38","161","0","31","13906"
3706,"2019","1206","180","4","221","301","91","355","205","36","140","0","32","13309"
3706,"2020","1151","187","7","199","294","72","349","187","34","136","0","32","10084"
3706,"2021","903","167","7","134","238","62","264","136","31","101","0","0","7739"
3706,"2022","1173","181","6","195","297","122","357","178","36","140","0","1","7796"
3706,"2023","614","88","5","81","168","60","203","72","33","78","0","0","5086"
3707,"2012","1","0","0","0","0","1","0","0","0","0","0","0","4"
3707,"2013","1","0","0","0","0","0","0","0","0","1","0","0","4313"
3707,"2014","18","0","0","0","2","8","10","1","0","1","0","0","11396"
3707,"2015","203","24","1","24","50","46","71","19","9","14","0","6","19107"
3707,"2016","1253","116","6","185","434","111","495","137","26","110","2","50","19265"
3707,"2017","1022","163","6","121","295","17","369","101","36","105","0","60","18279"
3707,"2018","1124","165","6","129","310","55","402","113","37","117","0","91","19665"
3707,"2019","1163","156","4","152","356","63","404","106","23","123","0","74","23170"
3707,"2020","1018","141","4","123","287","47","284","85","31","157","0","50","22572"
3707,"2021","789","136","2","100","199","43","258","82","26","127","0","2","22476"
3707,"2022","1038","191","0","177","328","60","306","123","24","118","0","5","25497"
3707,"2023","585","90","1","77","177","44","212","58","3","45","0","2","16884"
3708,"2012","1","0","0","0","1","0","1","0","0","0","0","0","5"
3708,"2013","5","0","0","0","1","3","2","1","0","0","0","0","5507"
3708,"2014","21","1","0","0","1","11","6","0","1","1","0","0","8676"
3708,"2015","214","26","0","26","48","35","65","20","17","21","0","0","11226"
3708,"2016","1065","109","9","210","265","75","325","124","58","154","1","36","10254"
3708,"2017","996","116","7","163","239","21","312","156","50","162","0","37","10985"
3708,"2018","912","149","4","101","190","47","287","106","41","142","2","22","11693"
3708,"2019","929","160","7","87","186","62","307","108","41","130","3","33","12978"
3708,"2020","934","124","4","136","227","56","246","92","67","171","2","19","10295"
3708,"2021","827","174","5","77","158","41","235","88","57","156","0","2","11845"
3708,"2022","849","120","6","79","191","69","264","83","54","182","0","3","14146"
3708,"2023","469","68","0","35","90","60","185","36","23","78","0","1","9641"
3709,"2012","0","0","0","0","0","0","0","0","0","0","0","0","2"
3709,"2013","6","0","0","2","0","1","2","1","1","1","0","0","2920"
3709,"2014","8","0","0","3","1","4","2","1","0","0","0","0","8120"
3709,"2015","241","17","1","54","51","54","80","31","16","8","3","1","11733"
3709,"2016","1301","94","9","301","410","103","414","179","52","147","2","5","13567"
3709,"2017","1296","99","11","300","407","60","467","216","40","116","0","13","14315"
3709,"2018","1125","84","11","173","283","90","414","125","48","137","0","26","14648"
3709,"2019","1248","116","11","167","384","117","411","124","29","142","0","53","13715"
3709,"2020","1263","101","16","214","384","96","411","121","32","163","0","32","13223"
3709,"2021","1084","76","4","153","271","88","379","109","32","221","0","0","13685"
3709,"2022","1033","105","5","116","262","84","344","116","37","191","0","6","18389"
3709,"2023","669","72","5","112","157","79","256","70","17","78","0","2","13414"
3710,"2012","0","0","0","0","0","0","0","0","0","0","0","0","3"
3710,"2013","9","0","0","0","0","5","4","0","0","0","0","0","5415"
3710,"2014","14","0","0","1","3","6","6","0","0","0","0","0","10055"
3710,"2015","211","40","0","21","47","51","64","22","7","14","0","4","11808"
3710,"2016","953","165","2","117","218","79","281","100","35","165","0","34","12089"
3710,"2017","774","152","7","81","134","19","223","92","26","134","0","32","9656"
3710,"2018","777","138","2","98","139","57","216","108","23","119","0","29","10961"
3710,"2019","749","112","1","73","148","39","212","64","30","117","0","88","13582"
3710,"2020","606","96","1","43","113","45","168","70","39","119","0","18","14422"
3710,"2021","555","86","2","47","111","32","155","61","36","106","0","1","13231"
3710,"2022","707","101","3","86","143","85","231","59","35","131","0","3","12661"
3710,"2023","397","56","1","25","67","42","157","31","28","67","0","6","8124"
3711,"2012","0","0","0","0","0","0","0","0","0","0","0","0","9"
3711,"2013","13","1","0","1","2","9","2","1","0","0","0","0","7085"
3711,"2014","24","1","0","2","6","9","8","1","0","2","0","2","10007"
3711,"2015","236","18","1","35","50","42","58","29","29","33","2","1","12856"
3711,"2016","1216","120","4","217","379","60","392","108","85","178","0","28","12522"
3711,"2017","1190","117","7","213","346","13","358","148","76","208","1","55","12283"
3711,"2018","964","130","5","109","225","31","229","70","94","258","0","33","16375"
3711,"2019","886","124","7","93","208","37","193","77","68","233","0","32","17891"
3711,"2020","867","125","2","95","171","32","192","75","61","266","0","49","14111"
3711,"2021","669","94","5","62","97","34","146","70","84","222","0","1","12869"
3711,"2022","932","132","6","81","188","90","257","78","74","246","0","1","13262"
3711,"2023","484","59","3","51","78","60","154","32","26","123","0","1","8668"
3712,"2012","2","0","1","1","0","0","1","1","1","0","0","0","6"
3712,"2013","12","1","1","2","0","9","0","0","0","0","0","0","4081"
3712,"2014","14","0","1","2","4","5","3","1","0","1","0","0","9333"
3712,"2015","150","24","2","24","27","14","51","14","17","14","0","2","12170"
3712,"2016","809","88","12","138","192","58","267","98","68","147","0","22","10170"
3712,"2017","664","73","1","121","212","9","220","83","34","100","0","12","10978"
3712,"2018","587","87","4","106","114","38","188","77","34","86","0","14","9644"
3712,"2019","644","70","5","91","149","63","197","62","27","123","0","14","9536"
3712,"2020","579","67","6","99","160","34","157","49","35","103","0","10","8050"
3712,"2021","549","87","2","75","133","32","161","43","41","112","0","1","7333"
3712,"2022","562","60","1","64","135","60","213","56","42","97","0","0","8156"
3712,"2023","301","38","2","26","53","29","135","28","20","42","0","2","6219"
3713,"2012","0","0","0","0","0","0","0","0","0","0","0","0","8"
3713,"2013","2","0","0","0","0","0","0","0","0","2","0","0","4222"
3713,"2014","28","0","0","2","2","11","8","1","2","5","0","0","10144"
3713,"2015","343","56","0","43","45","82","89","38","24","30","0","8","13935"
3713,"2016","1575","217","5","250","461","121","536","183","64","163","2","52","13776"
3713,"2017","1478","222","5","269","410","32","499","183","69","137","0","115","13665"
3713,"2018","1319","213","6","209","365","93","386","140","77","153","0","56","13425"
3713,"2019","1334","165","9","243","383","88","430","137","56","176","1","43","12669"
3713,"2020","1031","133","4","155","282","53","350","122","35","148","0","32","10617"
3713,"2021","960","151","9","136","244","68","312","130","49","129","0","1","8402"
3713,"2022","1187","180","3","169","279","94","452","148","63","135","0","0","9666"
3713,"2023","709","89","2","119","183","76","274","87","20","54","0","0","5560"
3714,"2012","0","0","0","0","0","0","0","0","0","0","0","0","1"
3714,"2013","3","0","0","0","0","2","1","0","0","0","0","0","3620"
3714,"2014","14","0","0","6","7","1","7","4","0","0","0","0","8205"
3714,"2015","112","8","2","8","14","19","49","19","14","8","0","4","14566"
3714,"2016","848","99","7","130","276","50","322","93","40","115","0","26","13965"
3714,"2017","732","90","1","120","188","18","293","108","51","93","0","45","12024"
3714,"2018","750","87","5","99","215","32","241","93","28","137","0","32","14023"
3714,"2019","790","74","0","103","186","43","298","92","24","151","0","40","17015"
3714,"2020","657","73","3","77","145","45","223","65","20","148","0","24","15962"
3714,"2021","554","57","0","57","158","32","168","75","19","129","0","0","15579"
3714,"2022","624","73","1","67","145","62","213","49","24","146","0","1","16367"
3714,"2023","406","50","2","37","84","47","132","31","16","79","0","1","10234"
3801,"2012","0","0","0","0","0","0","0","0","0","0","0","0","2"
3801,"2013","3","1","0","0","0","2","0","0","0","0","0","0","2661"
3801,"2014","21","0","0","3","2","5","12","2","0","0","0","2","6328"
3801,"2015","236","51","3","25","35","51","80","18","14","14","4","0","11822"
3801,"2016","1291","209","5","182","255","128","396","127","38","187","12","2","11816"
3801,"2017","1105","216","4","133","265","33","307","146","52","189","8","4","11549"
3801,"2018","1152","163","11","131","239","91","357","142","60","188","11","7","12021"
3801,"2019","1219","209","2","135","276","86","386","137","55","207","3","21","11940"
3801,"2020","1098","162","13","153","233","78","296","149","62","223","1","9","10324"
3801,"2021","1006","179","10","113","159","79","252","109","54","239","1","4","8877"
3801,"2022","1213","182","4","151","270","120","356","132","46","217","0","2","10135"
3801,"2023","563","79","4","71","122","77","169","60","20","87","0","1","7325"
3802,"2012","0","0","0","0","0","0","0","0","0","0","0","0","7"
3802,"2013","45","0","0","6","2","36","3","1","0","0","0","0","4779"
3802,"2014","44","1","2","12","9","16","12","6","2","2","1","0","10607"
3802,"2015","371","56","1","60","105","23","117","42","28","25","1","0","17703"
3802,"2016","2592","193","11","483","915","54","891","250","131","344","7","6","18638"
3802,"2017","2100","168","14","397","687","30","708","322","115","280","0","27","16213"
3802,"2018","2282","186","27","350","753","106","729","276","141","329","1","46","19189"
3802,"2019","2419","185","16","403","767","123","853","302","106","347","1","46","20744"
3802,"2020","2115","166","8","388","757","130","664","335","126","228","1","19","17362"
3802,"2021","1682","159","16","303","480","127","519","275","113","234","1","0","19469"
3802,"2022","2128","172","5","410","657","168","706","285","122","265","0","0","22435"
3802,"2023","1256","103","5","272","374","119","408","185","64","118","0","1","17153"
3803,"2012","0","0","0","0","0","0","0","0","0","0","0","0","18"
3803,"2013","18","2","0","7","8","1","1","6","1","3","0","0","15174"
3803,"2014","43","1","0","15","7","12","18","5","1","2","0","0","19347"
3803,"2015","504","101","6","107","111","73","151","59","17","25","1","1","23952"
3803,"2016","4401","514","36","1024","1502","265","1305","611","124","264","25","63","24203"
3803,"2017","4344","509","34","1212","1534","80","1229","777","119","243","0","104","24981"
3803,"2018","4077","475","36","985","1466","99","1171","625","126","249","1","103","24377"
3803,"2019","3969","426","39","925","1544","139","1204","577","114","308","3","75","27286"
3803,"2020","3776","383","26","934","1500","106","1125","603","112","325","3","61","23997"
3803,"2021","3142","313","12","840","1222","132","821","548","110","212","2","2","24301"
3803,"2022","3615","346","19","1131","1484","135","952","598","99","213","0","3","27814"
3803,"2023","2032","182","9","629","847","90","502","312","49","122","2","0","20593"
3804,"2012","0","0","0","0","0","0","0","0","0","0","0","0","5"
3804,"2013","7","1","0","2","2","1","2","2","0","0","0","0","4386"
3804,"2014","29","2","0","4","2","13","8","2","1","4","0","0","7600"
3804,"2015","294","39","1","42","40","42","106","24","26","46","1","0","17770"
3804,"2016","2046","259","6","352","549","138","612","214","95","314","11","3","17040"
3804,"2017","1703","271","5","252","478","29","508","195","107","285","2","5","16901"
3804,"2018","1806","245","9","261","499","113","533","196","95","281","2","5","17080"
3804,"2019","1908","230","15","319","607","122","484","272","97","317","2","27","21164"
3804,"2020","1500","163","5","254","386","97","451","227","65","253","0","19","18904"
3804,"2021","1512","179","4","246","360","102","525","211","64","224","0","3","16647"
3804,"2022","1679","184","8","243","429","127","608","193","70","222","0","4","17806"
3804,"2023","990","97","1","131","251","90","394","118","27","105","0","1","13760"
3805,"2012","1","0","0","1","0","1","0","0","0","0","0","0","10"
3805,"2013","24","1","0","5","0","9","16","3","0","0","0","0","6633"
3805,"2014","53","1","0","11","8","19","25","9","0","2","0","0","17966"
3805,"2015","579","77","4","107","122","94","202","66","61","33","13","10","31828"
3805,"2016","4143","234","36","828","1508","251","1486","458","220","397","16","100","33301"
3805,"2017","3352","242","24","517","1206","66","1296","333","243","342","1","114","30348"
3805,"2018","2892","231","22","348","925","163","1127","235","202","319","0","111","31491"
3805,"2019","3319","268","42","387","1145","176","1295","245","233","337","0","158","26944"
3805,"2020","2473","179","26","383","706","126","858","232","151","392","0","13","22290"
3805,"2021","2234","215","14","317","604","131","741","245","147","339","0","4","23643"
3805,"2022","2779","232","34","429","977","147","950","284","122","305","0","6","31471"
3805,"2023","1561","121","21","232","484","71","566","143","68","193","0","1","19633"
3806,"2012","0","0","0","0","0","0","0","0","0","0","0","0","8"
3806,"2013","9","0","0","0","0","6","3","0","0","0","0","0","3765"
3806,"2014","22","0","0","3","2","11","5","5","0","1","0","0","6916"
3806,"2015","185","26","1","22","29","38","56","18","7","27","1","1","15708"
3806,"2016","1861","276","3","319","569","110","529","203","62","232","7","8","17588"
3806,"2017","1463","246","4","213","426","20","447","171","57","204","2","36","17708"
3806,"2018","1787","232","5","277","510","100","499","208","80","258","2","46","18700"
3806,"2019","1873","225","20","290","562","138","567","237","73","257","0","63","19597"
3806,"2020","1415","155","6","240","433","90","369","188","79","190","0","30","17259"
3806,"2021","1219","174","1","169","358","88","303","154","96","169","0","1","17580"
3806,"2022","1472","153","3","205","459","159","445","178","80","200","0","1","17415"
3806,"2023","882","86","2","151","223","117","304","105","44","103","1","2","12598"
3807,"2012","1","0","0","0","0","1","0","0","0","0","0","0","30"
3807,"2013","45","5","0","4","11","16","16","0","0","0","0","0","10123"
3807,"2014","139","3","0","23","31","57","52","11","1","8","1","1","18646"
3807,"2015","1244","171","7","183","357","207","396","101","59","63","9","16","29507"
3807,"2016","9988","734","31","1573","4554","521","3620","804","323","495","26","222","32344"
3807,"2017","9385","730","42","1446","4844","139","3681","706","309","477","7","189","31647"
3807,"2018","8520","722","46","1322","4150","224","3224","661","266","460","1","213","37975"
3807,"2019","8716","657","59","1309","4063","343","3467","818","241","424","2","471","39426"
3807,"2020","6512","514","37","1083","2896","192","2457","575","213","419","0","141","34967"
3807,"2021","6138","514","27","1183","2833","222","1942","701","231","376","3","9","36528"
3807,"2022","7540","642","40","1547","3484","366","2536","718","245","320","1","8","37550"
3807,"2023","4074","308","15","778","1971","205","1420","380","101","119","0","5","27894"
3808,"2012","0","0","0","0","0","0","0","0","0","0","0","0","3"
3808,"2013","9","1","0","0","2","6","0","1","0","0","1","0","2956"
3808,"2014","25","1","1","0","6","9","10","1","0","0","0","1","7884"
3808,"2015","297","63","2","36","58","53","77","34","22","22","8","2","14450"
3808,"2016","1615","205","9","238","541","124","455","151","90","178","5","34","13753"
3808,"2017","1479","213","13","243","455","42","381","143","111","188","0","43","12628"
3808,"2018","1242","214","9","162","298","45","393","114","99","159","1","47","12805"
3808,"2019","1337","225","3","158","368","70","372","162","95","188","0","31","13631"
3808,"2020","1217","201","4","138","356","51","317","127","59","214","0","25","11824"
3808,"2021","1165","160","6","156","310","41","296","134","48","242","0","3","14895"
3808,"2022","1238","159","11","159","294","55","336","119","57","259","0","4","20285"
3808,"2023","714","116","3","89","176","47","207","48","48","95","0","0","12699"
3809,"2012","0","0","0","0","0","0","0","0","0","0","0","0","10"
3809,"2013","6","0","0","2","0","4","0","2","0","0","0","0","3686"
3809,"2014","21","2","0","1","5","8","11","0","0","0","0","1","9096"
3809,"2015","222","37","4","21","31","45","48","25","27","18","1","3","15860"
3809,"2016","1341","200","11","163","369","93","439","152","85","153","12","22","16188"
3809,"2017","1085","193","13","149","254","48","310","121","83","142","0","32","14336"
3809,"2018","1173","204","4","155","307","127","321","143","85","140","2","23","14111"
3809,"2019","1271","200","13","122","306","99","321","130","105","231","0","36","13629"
3809,"2020","1131","179","7","127","210","92","313","141","93","209","0","29","12580"
3809,"2021","1183","207","5","132","223","119","274","179","89","242","0","2","12601"
3809,"2022","1152","209","5","112","259","88","292","135","79","224","0","4","14255"
3809,"2023","598","105","4","61","141","42","146","81","43","91","0","0","9431"
3810,"2012","0","0","0","0","0","0","0","0","0","0","0","0","1"
3810,"2013","4","1","0","0","1","0","1","1","1","0","0","0","7279"
3810,"2014","9","0","0","1","3","2","4","0","0","1","0","0","10690"
3810,"2015","209","29","2","27","45","39","42","13","24","32","0","0","15025"
3810,"2016","1762","153","3","290","603","99","516","154","50","291","0","13","14329"
3810,"2017","1531","130","7","306","437","27","455","147","72","286","0","47","13460"
3810,"2018","1308","148","13","163","310","70","349","111","77","284","0","48","15975"
3810,"2019","1471","127","5","209","418","81","418","98","64","328","0","26","16515"
3810,"2020","1168","105","2","167","334","76","300","123","70","247","0","23","13124"
3810,"2021","987","112","5","115","224","72","201","101","52","312","0","1","12612"
3810,"2022","1330","135","6","210","357","106","369","154","56","273","0","8","13151"
3810,"2023","721","83","2","101","214","57","184","75","22","141","0","0","8497"
3811,"2012","0","0","0","0","0","0","0","0","0","0","0","0","7"
3811,"2013","6","2","0","0","2","0","0","1","0","1","0","0","2285"
3811,"2014","8","1","0","1","0","1","5","2","0","0","0","3","4330"
3811,"2015","90","21","1","13","16","6","29","11","3","15","0","0","4551"
3811,"2016","568","107","3","109","118","19","138","93","34","103","0","4","5023"
3811,"2017","397","72","2","32","81","4","106","53","16","99","0","11","4749"
3811,"2018","472","103","4","58","95","17","138","40","11","94","0","12","4646"
3811,"2019","480","78","7","63","102","26","120","72","19","94","0","9","4106"
3811,"2020","379","79","2","32","86","8","74","41","12","99","0","5","3960"
3811,"2021","310","79","1","28","45","10","57","31","28","86","0","0","3952"
3811,"2022","380","81","2","20","58","26","84","30","19","120","0","0","4260"
3811,"2023","255","70","0","17","27","29","68","17","11","60","0","0","3351"
9999,"2012","19","0","0","4","3","7","11","2","0","0","0","0","206"
9999,"2013","347","14","0","59","113","120","136","18","3","7","0","1","57084"
9999,"2014","690","39","3","98","141","250","293","56","3","13","0","0","103661"
9999,"2015","4633","359","21","659","1456","810","1953","303","190","199","4","15","187118"
9999,"2016","39829","1605","86","9206","19791","1386","16160","2584","445","1346","17","389","179149"
9999,"2017","36027","1650","190","6980","19443","362","15879","2869","503","1304","2","1048","183670"
9999,"2018","33982","1509","137","6252","17663","955","15028","2633","573","1335","0","1142","196837"
9999,"2019","36483","1567","132","6860","18448","1182","16385","2898","554","1657","2","1080","180341"
9999,"2020","29530","1373","119","6723","14342","878","12242","2634","524","1514","1","822","123455"
9999,"2021","25572","1317","81","6324","11831","899","9982","2703","527","1611","0","72","125755"
9999,"2022","28109","1600","123","6097","12681","1438","11451","2750","533","1673","1","84","163206"
9999,"2023","16306","803","52","3619","7648","746","6644","1306","286","876","0","62","103008"
